customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,total_products,lifespan,avg_order_value,avg_monthly_spend
15505,AW00026504,Jennifer Robinson,,50 and above,New,2012-06-14,168,1,1000,1,1,0,1000.0,1000.0
15506,AW00026505,Jennifer Wright,,50 and above,New,2013-02-04,160,1,60,2,2,0,60.0,60.0
15507,AW00026506,Ruth Srini,,50 and above,New,2013-02-23,160,1,65,3,3,0,65.0,65.0
15508,AW00026507,Abhijit Thakur,,50 and above,New,2013-06-02,156,1,27,2,2,0,27.0,27.0
15509,AW00026508,Marcus Ross,,50 and above,New,2013-05-10,157,1,49,2,2,0,49.0,49.0
15510,AW00026509,Seth Taylor,,50 and above,Regular,2013-05-26,157,2,2800,3,3,12,1400.0,233.33
15511,AW00026510,Jack Scott,,50 and above,Regular,2013-05-29,157,2,2813,2,2,12,1406.5,234.42
15512,AW00026511,Charles Weisman,,50 and above,Regular,2013-08-28,154,2,4464,3,3,15,2232.0,297.6
15513,AW00026512,Christina Cooper,,50 and above,New,2012-06-06,168,1,1000,1,1,0,1000.0,1000.0
15514,AW00026513,Stacy Moreno,,50 and above,Regular,2013-06-23,156,2,2848,3,3,13,1424.0,219.08
15515,AW00026514,Cameron Powell,,50 and above,New,2013-06-17,156,1,30,2,2,0,30.0,30.0
15516,AW00026515,Zoe Watson,,50 and above,New,2013-08-21,154,1,89,4,4,0,89.0,89.0
15517,AW00026516,Jill Perry,,50 and above,New,2013-07-13,155,1,32,3,3,0,32.0,32.0
15518,AW00026517,Melanie Griffin,,50 and above,New,2013-03-21,159,1,25,1,1,0,25.0,25.0
15519,AW00026518,Marcus Lee,,50 and above,New,2013-10-11,152,1,32,3,3,0,32.0,32.0
15520,AW00026519,Brianna Wood,,50 and above,New,2013-08-26,154,1,30,2,2,0,30.0,30.0
15521,AW00026520,Chloe Ramirez,,50 and above,Regular,2013-06-03,156,2,2827,5,5,13,1413.5,217.46
15522,AW00026521,Nathan Taylor,,50 and above,Regular,2013-06-09,156,2,2821,3,3,13,1410.5,217.0
15523,AW00026522,Logan Thompson,,50 and above,New,2013-08-06,154,1,25,1,1,0,25.0,25.0
15524,AW00026523,Casey Raji,,50 and above,New,2013-10-18,152,1,49,2,2,0,49.0,49.0
15525,AW00026524,Anthony Robinson,,50 and above,New,2013-12-19,150,1,27,2,2,0,27.0,27.0
15526,AW00026525,Jeremy Bell,,50 and above,New,2013-09-16,153,1,49,2,2,0,49.0,49.0
15527,AW00026526,Blake Coleman,,50 and above,New,2013-10-24,152,1,38,3,3,0,38.0,38.0
15528,AW00026527,Oscar Hayes,,50 and above,New,2013-07-28,155,1,29,3,3,0,29.0,29.0
15529,AW00026528,Samuel Garcia,,50 and above,New,2013-12-29,150,1,129,4,4,0,129.0,129.0
15530,AW00026529,Jasmine Davis,,50 and above,Regular,2013-08-10,154,2,1549,3,3,13,774.5,119.15
15531,AW00026530,Riley Morgan,,50 and above,Regular,2013-08-20,154,2,4468,3,3,15,2234.0,297.87
15532,AW00026531,Jeremy Reed,,50 and above,New,2013-05-23,157,1,27,2,2,0,27.0,27.0
15533,AW00026532,Angela Barnes,,50 and above,Regular,2013-09-07,153,2,4469,4,4,16,2234.5,279.31
15534,AW00026533,Xavier Mitchell,,50 and above,Regular,2013-08-15,154,2,1629,5,5,12,814.5,135.75
15535,AW00026534,Fernando Smith,,50 and above,Regular,2013-08-30,154,2,4490,3,3,15,2245.0,299.33
15536,AW00026535,Kelly Perry,,50 and above,New,2013-09-09,153,1,65,3,3,0,65.0,65.0
15537,AW00026536,Katherine Thomas,,50 and above,Regular,2013-09-27,153,2,4514,4,4,16,2257.0,282.13
15538,AW00026537,Wyatt Perez,,50 and above,Regular,2013-09-23,153,2,4468,3,3,16,2234.0,279.25
15539,AW00026538,Warren Black,,50 and above,Regular,2013-09-23,153,2,4464,3,3,16,2232.0,279.0
15540,AW00026539,Faith Hayes,,50 and above,Regular,2013-09-11,153,2,4469,5,5,16,2234.5,279.31
15541,AW00026540,Jada Sanchez,,50 and above,Regular,2013-09-05,153,2,4468,3,3,16,2234.0,279.25
15542,AW00026541,Alexis Butler,,50 and above,New,2013-05-19,157,1,25,1,1,0,25.0,25.0
15543,AW00026542,Jamie Torres,,50 and above,New,2013-04-13,158,1,27,2,2,0,27.0,27.0
15544,AW00026543,Susan Guo,,50 and above,New,2013-02-15,160,1,14,3,3,0,14.0,14.0
15545,AW00026544,Riley Ramirez,,50 and above,New,2013-05-08,157,1,21,1,1,0,21.0,21.0
15546,AW00026545,Taylor Ross,,50 and above,Regular,2013-06-04,156,2,2822,3,3,13,1411.0,217.08
15547,AW00026546,Miguel Bennett,,50 and above,Regular,2013-06-22,156,2,2847,4,4,13,1423.5,219.0
15548,AW00026547,Barbara Beck,,50 and above,Regular,2013-12-03,150,2,1408,4,4,18,704.0,78.22
15549,AW00026548,Casey Suarez,,50 and above,Regular,2013-12-19,150,2,1323,2,2,18,661.5,73.5
15550,AW00026549,Jamie Sanz,,50 and above,Regular,2013-12-05,150,2,1361,5,5,18,680.5,75.61
15551,AW00026550,Alex Morris,,50 and above,New,2013-08-03,154,1,94,3,3,0,94.0,94.0
15552,AW00026551,Noah Moore,,50 and above,New,2013-02-13,160,1,29,1,1,0,29.0,29.0
15553,AW00026552,Judith Turner,,50 and above,New,2013-06-21,156,1,48,4,4,0,48.0,48.0
15554,AW00026553,Kayla Powell,,50 and above,New,2013-12-14,150,1,69,3,3,0,69.0,69.0
15555,AW00026554,Michael Garcia,,50 and above,New,2013-11-01,151,1,69,3,3,0,69.0,69.0
15556,AW00026555,Jeremy Perry,,50 and above,New,2013-08-15,154,1,27,2,2,0,27.0,27.0
15557,AW00026556,Jeremy Cooper,,50 and above,New,2013-05-18,157,1,36,3,3,0,36.0,36.0
15558,AW00026557,Katelyn Morgan,,50 and above,New,2013-05-11,157,1,44,4,4,0,44.0,44.0
15559,AW00026558,Holly Garcia,,50 and above,New,2013-07-09,155,1,6,2,2,0,6.0,6.0
15560,AW00026559,Marshall Ye,,50 and above,New,2013-05-15,157,1,39,2,2,0,39.0,39.0
15561,AW00026560,Lindsey Shen,,50 and above,Regular,2013-12-01,150,2,1396,6,6,18,698.0,77.56
15562,AW00026561,Hannah Lewis,,50 and above,Regular,2013-12-15,150,2,1337,4,4,18,668.5,74.28
15563,AW00026562,Edward Wilson,,50 and above,Regular,2013-10-15,152,2,1925,5,5,16,962.5,120.31
15564,AW00026563,Keith She,,50 and above,Regular,2013-10-20,152,2,1957,3,3,16,978.5,122.31
15565,AW00026564,Franklin Chen,,50 and above,New,2014-01-28,149,1,49,3,3,0,49.0,49.0
15566,AW00026565,Gabriel Mitchell,,50 and above,New,2013-12-31,150,1,23,2,2,0,23.0,23.0
15567,AW00026566,Crystal Chen,,50 and above,Regular,2013-10-04,152,2,2016,5,5,16,1008.0,126.0
15568,AW00026567,Michele Rai,,50 and above,Regular,2013-12-01,150,2,1957,3,3,18,978.5,108.72
15569,AW00026568,Nancy Kovar,,50 and above,Regular,2013-12-24,150,2,1957,3,3,18,978.5,108.72
15570,AW00026569,Michelle Sanchez,,50 and above,Regular,2013-12-12,150,2,1938,3,3,18,969.0,107.67
15571,AW00026570,Hunter Gonzales,,50 and above,Regular,2013-12-13,150,2,1957,3,3,18,978.5,108.72
15572,AW00026571,Lacey Pal,,50 and above,Regular,2013-12-06,150,2,1938,3,3,18,969.0,107.67
15573,AW00026572,Jessica Russell,,50 and above,New,2012-10-31,164,1,1000,1,1,0,1000.0,1000.0
15574,AW00026573,Samantha Clark,,50 and above,New,2013-02-04,160,1,69,3,3,0,69.0,69.0
15575,AW00026574,Jordan Allen,,50 and above,New,2013-11-10,151,1,29,1,1,0,29.0,29.0
15576,AW00026575,Toni Gonzalez,,50 and above,Regular,2013-06-16,156,2,2890,6,6,13,1445.0,222.31
15577,AW00026576,Kaitlyn Robinson,,50 and above,New,2013-05-31,157,1,29,1,1,0,29.0,29.0
15578,AW00026577,Cindy Edwards,,50 and above,New,2013-06-01,156,1,69,3,3,0,69.0,69.0
15579,AW00026578,Jeremy White,,50 and above,New,2013-10-28,152,1,58,3,3,0,58.0,58.0
15580,AW00026579,Hunter Hayes,,50 and above,Regular,2013-06-01,156,2,2840,5,5,13,1420.0,218.46
15581,AW00026580,Paige Ramirez,,50 and above,New,2014-01-03,149,1,69,3,3,0,69.0,69.0
15582,AW00026581,Mariah Patterson,,50 and above,Regular,2013-06-23,156,2,2822,3,3,13,1411.0,217.08
15583,AW00026582,Fernando Moore,,50 and above,New,2012-11-21,163,1,1000,1,1,0,1000.0,1000.0
15584,AW00026583,James Patterson,,50 and above,New,2013-07-15,155,1,36,3,3,0,36.0,36.0
15585,AW00026584,Benjamin Alexander,,50 and above,New,2013-01-29,161,1,34,2,2,0,34.0,34.0
15586,AW00026585,Alejandro Xu,,50 and above,Regular,2013-12-18,150,2,1903,2,2,19,951.5,100.16
15587,AW00026586,Alexandra Baker,,50 and above,New,2013-07-16,155,1,29,1,1,0,29.0,29.0
15588,AW00026587,Mario Johnsen,,50 and above,Regular,2013-12-20,150,2,1920,4,4,18,960.0,106.67
15589,AW00026588,Dustin Pal,,50 and above,Regular,2013-12-11,150,2,1938,3,3,17,969.0,114.0
15590,AW00026589,Julie Tang,,50 and above,Regular,2013-12-04,150,2,1966,4,4,17,983.0,115.65
15591,AW00026590,Jorge Guo,,50 and above,New,2013-10-17,152,1,70,1,1,0,70.0,70.0
15592,AW00026591,Aimee Chen,,50 and above,Regular,2013-12-01,150,2,1957,3,3,17,978.5,115.12
15593,AW00026592,Brenda Lopez,,50 and above,New,2013-05-26,157,1,79,2,2,0,79.0,79.0
15594,AW00026593,Eduardo Campbell,,50 and above,New,2013-12-18,150,1,27,2,2,0,27.0,27.0
15595,AW00026594,Melissa Wood,,50 and above,New,2013-06-07,156,1,30,2,2,0,30.0,30.0
15596,AW00026595,Alyssa Bailey,,50 and above,New,2014-01-05,149,1,25,1,1,0,25.0,25.0
15597,AW00026596,Antonio Hayes,,50 and above,New,2013-06-09,156,1,36,3,3,0,36.0,36.0
15598,AW00026597,Madison Lewis,,50 and above,New,2014-01-09,149,1,69,3,3,0,69.0,69.0
15599,AW00026598,Charles Adams,,50 and above,New,2013-02-04,160,1,34,2,2,0,34.0,34.0
15600,AW00026599,Allison Reed,,50 and above,New,2013-02-11,160,1,29,1,1,0,29.0,29.0
15601,AW00026600,Michelle Gray,,50 and above,Regular,2013-06-23,156,2,2800,3,3,13,1400.0,215.38
15602,AW00026601,Kyle Gonzalez,,50 and above,Regular,2013-06-01,156,2,2862,5,5,13,1431.0,220.15
15603,AW00026602,Noah Yang,,50 and above,Regular,2013-08-31,154,2,4468,3,3,14,2234.0,319.14
15604,AW00026603,Sheila Ruiz,,50 and above,Regular,2013-09-18,153,2,4487,3,3,15,2243.5,299.13
15605,AW00026604,Elizabeth West,,50 and above,Regular,2013-09-16,153,2,4442,3,3,15,2221.0,296.13
15606,AW00026605,Brandon Foster,,50 and above,New,2014-01-25,149,1,27,2,2,0,27.0,27.0
15607,AW00026606,Hannah Harris,,50 and above,Regular,2013-06-26,156,2,2890,6,6,12,1445.0,240.83
15608,AW00026607,Natalie Powell,,50 and above,Regular,2013-06-02,156,2,2813,2,2,12,1406.5,234.42
15609,AW00026608,Aaron Nelson,,50 and above,Regular,2013-06-23,156,2,2881,5,5,12,1440.5,240.08
15610,AW00026609,Abigail Kelly,,50 and above,Regular,2013-09-14,153,2,4509,3,3,15,2254.5,300.6
15611,AW00026610,Mary Perez,,50 and above,Regular,2013-08-29,154,2,4509,3,3,14,2254.5,322.07
15612,AW00026611,Kayla Henderson,,50 and above,Regular,2013-09-15,153,2,4490,3,3,15,2245.0,299.33
15613,AW00026612,Janet Romero,,50 and above,New,2013-10-20,152,1,58,3,3,0,58.0,58.0
15614,AW00026613,Priscilla Lal,,50 and above,New,2014-01-19,149,1,139,4,4,0,139.0,139.0
15615,AW00026614,Richard Robinson,,50 and above,Regular,2013-06-12,156,2,2791,2,2,12,1395.5,232.58
15616,AW00026615,David Powell,,50 and above,New,2012-11-07,163,1,1000,1,1,0,1000.0,1000.0
15617,AW00026616,Colin Goel,,50 and above,Regular,2013-07-14,155,2,2800,3,3,13,1400.0,215.38
15618,AW00026617,Isaiah Peterson,,50 and above,Regular,2013-07-15,155,2,2881,5,5,13,1440.5,221.62
15619,AW00026618,Amanda Morris,,50 and above,Regular,2013-07-29,155,2,2826,3,3,13,1413.0,217.38
15620,AW00026619,Thomas Hill,,50 and above,Regular,2013-08-17,154,2,2972,3,3,14,1486.0,212.29
15621,AW00026620,Isabella Green,,50 and above,New,2011-01-27,185,1,699,1,1,0,699.0,699.0
15622,AW00026621,Sarah Wood,,50 and above,New,2013-10-01,152,1,29,1,1,0,29.0,29.0
15623,AW00026622,Jan Howard,,50 and above,Regular,2013-08-02,154,2,2820,3,3,14,1410.0,201.43
15624,AW00026623,Alexandra Ross,,50 and above,Regular,2013-08-07,154,2,2841,3,3,14,1420.5,202.93
15625,AW00026624,Elizabeth Russell,,50 and above,Regular,2013-08-25,154,2,2826,3,3,14,1413.0,201.86
15626,AW00026625,Lauren Barnes,,50 and above,Regular,2013-08-14,154,2,2827,4,4,14,1413.5,201.93
15627,AW00026626,Dalton Taylor,,50 and above,Regular,2013-09-24,153,2,2891,6,6,15,1445.5,192.73
15628,AW00026627,Jose Alexander,,50 and above,Regular,2013-09-13,153,2,2791,2,2,15,1395.5,186.07
15629,AW00026628,Lucas Lee,,50 and above,New,2013-05-12,157,1,36,3,3,0,36.0,36.0
15630,AW00026629,Miranda Price,,50 and above,New,2011-02-16,184,1,699,1,1,0,699.0,699.0
15631,AW00026630,Vanessa Powell,,50 and above,New,2011-04-21,182,1,699,1,1,0,699.0,699.0
15632,AW00026631,Isaiah Stewart,,50 and above,Regular,2013-09-20,153,2,2813,2,2,15,1406.5,187.53
15633,AW00026632,Isabella Moore,,50 and above,Regular,2013-09-18,153,2,2848,3,3,15,1424.0,189.87
15634,AW00026633,Gabrielle Ward,,50 and above,Regular,2013-10-26,152,2,2883,6,6,16,1441.5,180.19
15635,AW00026634,Devin Walker,,50 and above,Regular,2013-11-18,151,2,2896,7,7,18,1448.0,160.89
15636,AW00026635,Jasmine Harris,,50 and above,Regular,2013-11-01,151,2,2840,5,5,17,1420.0,167.06
15637,AW00026636,Miguel Walker,,50 and above,New,2013-07-26,155,1,36,3,3,0,36.0,36.0
15638,AW00026637,Thomas Robinson,,50 and above,New,2014-01-02,149,1,58,3,3,0,58.0,58.0
15639,AW00026638,Olivia Flores,,50 and above,Regular,2013-09-02,153,2,4518,4,4,15,2259.0,301.2
15640,AW00026639,Riley Diaz,,50 and above,New,2013-08-04,154,1,49,2,2,0,49.0,49.0
15641,AW00026640,Eduardo Lopez,,50 and above,Regular,2013-08-16,154,2,1288,5,5,28,644.0,46.0
15642,AW00026641,Arturo Xie,,50 and above,Regular,2013-09-20,153,2,4464,3,3,15,2232.0,297.6
15643,AW00026642,Gabrielle Evans,,50 and above,Regular,2013-08-29,154,2,4490,3,3,14,2245.0,320.71
15644,AW00026643,Benjamin Miller,,50 and above,New,2011-05-27,181,1,699,1,1,0,699.0,699.0
15645,AW00026644,Jenna Hernandez,,50 and above,Regular,2013-12-17,150,2,2805,4,4,18,1402.5,155.83
15646,AW00026645,Morgan Richardson,,50 and above,Regular,2013-12-08,150,2,2800,3,3,18,1400.0,155.56
15647,AW00026646,Jordyn Perry,,50 and above,Regular,2013-12-12,150,2,2972,3,3,18,1486.0,165.11
15648,AW00026647,Jasmine Simmons,,50 and above,Regular,2013-12-05,150,2,2890,4,4,18,1445.0,160.56
15649,AW00026648,Riley Rogers,,50 and above,New,2013-11-05,151,1,27,2,2,0,27.0,27.0
15650,AW00026649,Emily Perry,,50 and above,Regular,2013-09-28,153,2,4433,2,2,16,2216.5,277.06
15651,AW00026650,Kevin Collins,,50 and above,Regular,2013-09-22,153,2,4455,2,2,15,2227.5,297.0
15652,AW00026651,Gregory Nara,,50 and above,Regular,2013-12-02,150,2,1957,3,3,17,978.5,115.12
15653,AW00026652,Bruce Moreno,,50 and above,Regular,2013-12-16,150,2,1938,3,3,17,969.0,114.0
15654,AW00026653,Kaylee Allen,,50 and above,Regular,2013-12-01,150,2,1938,3,3,17,969.0,114.0
15655,AW00026654,Kathleen Jimenez,,50 and above,New,2013-01-15,161,2,1346,4,4,6,673.0,224.33
15656,AW00026655,Kelvin Sharma,,50 and above,New,2013-01-06,161,2,1323,2,2,6,661.5,220.5
15657,AW00026656,Amanda Hall,,50 and above,New,2013-01-21,161,2,1346,5,5,6,673.0,224.33
15658,AW00026657,Lucas Hughes,,50 and above,New,2013-01-15,161,2,1358,3,3,6,679.0,226.33
15659,AW00026658,Darryl Liang,,50 and above,New,2013-01-11,161,2,1391,5,5,6,695.5,231.83
15660,AW00026659,Katrina Yuan,,50 and above,New,2014-01-11,149,1,70,1,1,0,70.0,70.0
15661,AW00026660,Kern Sutton,,50 and above,Regular,2013-09-29,153,2,1957,3,3,14,978.5,139.79
15662,AW00026661,Dawn Zhu,,50 and above,Regular,2013-10-19,152,2,1912,3,3,15,956.0,127.47
15663,AW00026662,Lori Alvarez,,50 and above,Regular,2013-10-27,152,2,1938,3,3,14,969.0,138.43
15664,AW00026663,Joanna Serrano,,50 and above,Regular,2013-10-26,152,2,1976,6,6,14,988.0,141.14
15665,AW00026664,Amy Zhu,,50 and above,New,2013-03-27,159,1,124,2,2,0,124.0,124.0
15666,AW00026665,J├®sus Vazquez,,50 and above,New,2013-05-25,157,1,79,2,2,0,79.0,79.0
15667,AW00026666,Ashlee Beck,,50 and above,New,2013-01-05,161,2,1337,4,4,5,668.5,267.4
15668,AW00026667,Jillian Patel,,50 and above,New,2013-02-10,160,2,1391,5,5,6,695.5,231.83
15669,AW00026668,Toni Madan,,50 and above,New,2013-04-04,158,1,120,2,2,0,120.0,120.0
15670,AW00026669,Curtis Zeng,,50 and above,New,2013-05-15,157,1,124,2,2,0,124.0,124.0
15671,AW00026670,Jerry Johnsen,,50 and above,New,2013-06-05,156,1,70,1,1,0,70.0,70.0
15672,AW00026671,Arthur Patel,,50 and above,New,2013-10-05,152,1,70,1,1,0,70.0,70.0
15673,AW00026672,Kelli Sharma,,50 and above,New,2013-10-26,152,1,124,2,2,0,124.0,124.0
15674,AW00026673,Austin Alexander,,50 and above,New,2013-02-15,160,2,1505,5,5,6,752.5,250.83
15675,AW00026674,Ashley Jackson,,50 and above,New,2013-07-18,155,1,69,3,3,0,69.0,69.0
15676,AW00026675,Natalie King,,50 and above,New,2013-07-19,155,1,69,3,3,0,69.0,69.0
15677,AW00026676,Emily Jenkins,,50 and above,Regular,2013-12-27,150,2,2805,4,4,18,1402.5,155.83
15678,AW00026677,William Johnson,,50 and above,New,2013-09-19,153,1,30,2,2,0,30.0,30.0
15679,AW00026678,Miranda Hughes,,50 and above,New,2013-08-02,154,1,5,1,1,0,5.0,5.0
15680,AW00026679,Noah Perry,,50 and above,New,2013-07-15,155,1,30,2,2,0,30.0,30.0
15681,AW00026680,Melissa Powell,,50 and above,New,2013-04-30,158,1,32,3,3,0,32.0,32.0
15682,AW00026681,Zachary Jackson,,50 and above,Regular,2013-12-06,150,2,2813,2,2,18,1406.5,156.28
15683,AW00026682,Richard Diaz,,50 and above,New,2013-08-16,154,1,64,3,3,0,64.0,64.0
15684,AW00026683,Mariah Simmons,,50 and above,Regular,2013-09-17,153,2,1270,5,5,28,635.0,45.36
15685,AW00026684,Dustin Andersen,,50 and above,Regular,2013-09-06,153,2,4468,3,3,15,2234.0,297.87
15686,AW00026685,Noah Baker,,50 and above,New,2013-10-12,152,1,25,1,1,0,25.0,25.0
15687,AW00026686,Christian Washington,,50 and above,New,2013-10-20,152,1,40,2,2,0,40.0,40.0
15688,AW00026687,Marshall Xu,,50 and above,New,2013-07-02,155,1,25,1,1,0,25.0,25.0
15689,AW00026688,Brittney Xu,,50 and above,New,2013-03-30,159,1,65,3,3,0,65.0,65.0
15690,AW00026689,Arthur Gill,,50 and above,New,2013-08-05,154,1,97,4,4,0,97.0,97.0
15691,AW00026690,Alexia Bennett,,50 and above,New,2013-05-26,157,1,133,4,4,0,133.0,133.0
15692,AW00026691,Tina Suri,,50 and above,New,2013-02-19,160,1,29,1,1,0,29.0,29.0
15693,AW00026692,Isabella Brown,,50 and above,Regular,2013-10-07,152,2,1266,5,5,28,633.0,45.21
15694,AW00026693,Charles Perez,,50 and above,New,2013-03-03,159,1,7,2,2,0,7.0,7.0
15695,AW00026694,Aaron Hughes,,50 and above,Regular,2013-09-01,153,2,4456,5,5,14,2228.0,318.29
15696,AW00026695,Jocelyn Diaz,,50 and above,Regular,2013-09-20,153,2,4524,5,5,14,2262.0,323.14
15697,AW00026696,Robyn Suarez,,50 and above,New,2013-04-28,158,1,69,3,3,0,69.0,69.0
15698,AW00026697,Manuel Arun,,50 and above,New,2013-05-02,157,1,29,1,1,0,29.0,29.0
15699,AW00026698,Brooke Rivera,,50 and above,Regular,2013-09-09,153,2,4442,3,3,14,2221.0,317.29
15700,AW00026699,Joan Coleman,,50 and above,New,2013-04-30,158,1,64,3,3,0,64.0,64.0
15701,AW00026700,Sydney Ramirez,,50 and above,New,2013-04-26,158,1,7,2,2,0,7.0,7.0
15702,AW00026701,Katherine Hill,,50 and above,New,2013-04-02,158,1,40,2,2,0,40.0,40.0
15703,AW00026702,Cynthia Arun,,50 and above,New,2013-06-23,156,1,69,3,3,0,69.0,69.0
15704,AW00026703,Wyatt Miller,,50 and above,Regular,2013-09-15,153,2,4468,3,3,14,2234.0,319.14
15705,AW00026704,Frank Alvarez,,50 and above,New,2013-11-12,151,1,34,2,2,0,34.0,34.0
15706,AW00026705,Eric Jenkins,,50 and above,Regular,2013-09-28,153,2,4455,2,2,14,2227.5,318.21
15707,AW00026706,Bailey Mitchell,,50 and above,New,2013-03-13,159,1,7,2,2,0,7.0,7.0
15708,AW00026707,Sydney Brooks,,50 and above,New,2013-07-19,155,1,34,2,2,0,34.0,34.0
15709,AW00026708,Katherine Washington,,50 and above,Regular,2013-09-10,153,2,4504,5,5,15,2252.0,300.27
15710,AW00026709,Mary King,,50 and above,New,2013-10-10,152,1,69,3,3,0,69.0,69.0
15711,AW00026710,Jan Green,,50 and above,New,2012-07-16,167,1,2071,1,1,0,2071.0,2071.0
15712,AW00026711,Mya Bryant,,50 and above,New,2012-07-11,167,1,2049,1,1,0,2049.0,2049.0
15713,AW00026712,Ashley Wilson,,50 and above,New,2013-07-31,155,1,43,3,3,0,43.0,43.0
15714,AW00026713,Stephanie Edwards,,50 and above,New,2013-06-05,156,1,58,3,3,0,58.0,58.0
15715,AW00026714,Angela Long,,50 and above,New,2013-05-18,157,1,36,3,3,0,36.0,36.0
15716,AW00026715,Gabriella Bell,,50 and above,New,2013-10-09,152,1,69,3,3,0,69.0,69.0
15717,AW00026716,Megan Smith,,50 and above,New,2013-11-28,151,1,69,3,3,0,69.0,69.0
15718,AW00026717,David Simpson,,50 and above,New,2012-07-07,167,1,2071,1,1,0,2071.0,2071.0
15719,AW00026718,Richard Flores,,50 and above,Regular,2013-09-09,153,2,4478,5,5,14,2239.0,319.86
15720,AW00026719,Tamara Li,,50 and above,New,2013-07-17,155,1,128,5,5,0,128.0,128.0
15721,AW00026720,Seth Watson,,50 and above,New,2013-08-08,154,1,69,3,3,0,69.0,69.0
15722,AW00026721,Paula Jimenez,,50 and above,New,2013-08-14,154,1,58,3,3,0,58.0,58.0
15723,AW00026722,Alexandra McDonald,,50 and above,New,2013-03-02,159,1,34,2,2,0,34.0,34.0
15724,AW00026723,Devin Kelly,,50 and above,Regular,2013-09-27,153,2,4467,4,4,14,2233.5,319.07
15725,AW00026724,Sydney Edwards,,50 and above,New,2012-07-19,167,1,2049,1,1,0,2049.0,2049.0
15726,AW00026725,Alexis Smith,,50 and above,New,2012-07-18,167,1,2049,1,1,0,2049.0,2049.0
15727,AW00026726,Danielle Rivera,,50 and above,New,2012-07-20,167,1,2071,1,1,0,2071.0,2071.0
15728,AW00026727,Jose Clark,,50 and above,Regular,2013-08-30,154,2,4482,5,5,13,2241.0,344.77
15729,AW00026728,Elijah Roberts,,50 and above,Regular,2013-08-31,154,2,4455,5,5,13,2227.5,342.69
15730,AW00026729,Brian Gray,,50 and above,Regular,2013-09-22,153,2,4442,3,3,14,2221.0,317.29
15731,AW00026730,Rachel Sanchez,,50 and above,New,2013-10-07,152,1,5,1,1,0,5.0,5.0
15732,AW00026731,Ethan Clark,,50 and above,New,2012-07-30,167,1,2049,1,1,0,2049.0,2049.0
15733,AW00026732,Martin Rienstra,,50 and above,New,2013-09-20,153,1,89,3,3,0,89.0,89.0
15734,AW00026733,Benjamin Smith,,50 and above,New,2013-10-22,152,1,93,4,4,0,93.0,93.0
15735,AW00026734,Morgan Powell,,50 and above,New,2012-07-12,167,1,2049,1,1,0,2049.0,2049.0
15736,AW00026735,Grace White,,50 and above,New,2012-07-14,167,1,2071,1,1,0,2071.0,2071.0
15737,AW00026736,Lacey Xu,,50 and above,New,2013-02-15,160,1,25,2,2,0,25.0,25.0
15738,AW00026737,Katherine Young,,50 and above,New,2013-05-31,157,1,69,3,3,0,69.0,69.0
15739,AW00026738,Katherine Simmons,,50 and above,New,2013-11-30,151,1,34,2,2,0,34.0,34.0
15740,AW00026739,Corey Shen,,50 and above,New,2013-03-04,159,1,62,3,3,0,62.0,62.0
15741,AW00026740,Donald Lopez,,50 and above,Regular,2013-10-07,152,2,1938,3,3,14,969.0,138.43
15742,AW00026741,Nichole Pal,,50 and above,New,2013-08-12,154,1,70,1,1,0,70.0,70.0
15743,AW00026742,James Collins,,50 and above,New,2013-10-02,152,1,70,1,1,0,70.0,70.0
15744,AW00026743,Derek Chande,,50 and above,New,2013-02-20,160,2,1372,5,5,6,686.0,228.67
15745,AW00026744,Mitchell Yuan,,50 and above,Regular,2013-10-24,152,2,1938,3,3,15,969.0,129.2
15746,AW00026745,Valerie Huang,,50 and above,Regular,2013-10-04,152,2,1932,4,4,14,966.0,138.0
15747,AW00026746,Amber Adams,,50 and above,Regular,2013-10-09,152,2,2001,5,5,14,1000.5,142.93
15748,AW00026747,Candice Cai,,50 and above,Regular,2013-10-13,152,2,1938,3,3,14,969.0,138.43
15749,AW00026748,Stacey She,,50 and above,New,2013-02-20,160,2,1358,3,3,6,679.0,226.33
15750,AW00026749,Rafael Sun,,50 and above,New,2013-01-29,161,2,1323,2,2,5,661.5,264.6
15751,AW00026750,Randall Alvarez,,50 and above,Regular,2013-10-15,152,2,1938,3,3,13,969.0,149.08
15752,AW00026751,Mallory Serrano,,50 and above,Regular,2013-10-14,152,2,1903,2,2,13,951.5,146.38
15753,AW00026752,Henry Perez,,50 and above,Regular,2013-10-06,152,2,1917,4,4,14,958.5,136.93
15754,AW00026753,Summer Patel,,50 and above,Regular,2013-11-11,151,2,1957,3,3,15,978.5,130.47
15755,AW00026754,Candice Zimmerman,,50 and above,Regular,2013-11-20,151,2,1938,3,3,14,969.0,138.43
15756,AW00026755,Brendan Jai,,50 and above,New,2013-12-14,150,1,124,2,2,0,124.0,124.0
15757,AW00026756,Brooke Gray,,50 and above,New,2013-09-22,153,1,79,2,2,0,79.0,79.0
15758,AW00026757,Evan Rivera,,50 and above,New,2013-03-22,159,2,1344,3,3,6,672.0,224.0
15759,AW00026758,Damien Zhang,,50 and above,New,2013-03-11,159,2,1323,2,2,6,661.5,220.5
15760,AW00026759,Hailey Allen,,50 and above,New,2013-07-16,155,1,124,2,2,0,124.0,124.0
15761,AW00026760,Katherine Butler,,50 and above,New,2013-03-14,159,2,1323,2,2,6,661.5,220.5
